Question,Company,Category,Complexity,Experience Level,Years of Experience
"As a APM at Airbnb, how would you improve trust & safety for Listings under global rollout risk? Which metrics (upsell rate, CAC) prove success?",Airbnb,Product Health,Medium,APM,0-2
"Design an MVP to boost activation rate for Reviews at Airbnb focusing on ads quality. Outline milestones, critical risks, and guardrails for cost ceilings.",Airbnb,AB Testing,Medium,APM,0-2
Prioritize a roadmap for creator tools at Airbnb's Host tools. How do you balance speed vs quality? retention D30.,Airbnb,Strategic,Medium,APM,0-2
"For Airbnb Trust, craft a go-to-market to lift LTV. Detail segmentation, channels, and how you'd partner with sales given seasonality spikes.",Airbnb,Metrics,Medium,APM,0-2
You're the APM at Airbnb. Redesign data privacy in Listings to reduce click-through rate.,Airbnb,Growth,Medium,APM,0-2
"At Airbnb, scale internationalization for Reviews to new regions with global rollout risk. What KPIs (latency p95, refund rate) and review cadence would you set?",Airbnb,Customer Obsession,Medium,APM,0-2
How would you set up a measurement framework for Host tools at Airbnb to track refund rate? Include event taxonomy and A/B testing plan for reliability.,Airbnb,Foundation,Medium,APM,0-2
Define a strategy to handle seasonality for latency in Search at Airbnb. What trade-offs around speed vs quality would you make and why?,Airbnb,Behavioral,Medium,APM,0-2
Propose a deprecation plan for a legacy security feature in Trust at Airbnb. How do you mitigate risk to conversion rate and inform compliance?,Airbnb,Execution,Medium,APM,0-2
"As a APM at Airbnb, how would you improve mobile performance for Listings under seasonality spikes? Which metrics (NPS, error rate) prove success?",Airbnb,Technical,Medium,APM,0-2
"Design an MVP to boost ARPU for Reviews at Airbnb focusing on growth loops. Outline milestones, critical risks, and guardrails for data quality gaps.",Airbnb,General,Medium,APM,0-2
Prioritize a roadmap for conversion funnels at Airbnb's Host tools. How do you balance speed vs quality? session length.,Airbnb,UXProduct Design,Medium,APM,0-2
"For Airbnb Trust, craft a go-to-market to lift successful payments. Detail segmentation, channels, and how you'd partner with data science given strict privacy rules.",Airbnb,Strategic (Product sense),Medium,APM,0-2
You're the APM at Airbnb. Redesign A/B testing in Listings to reduce upsell rate.,Airbnb,General Personal,Medium,APM,0-2
"At Airbnb, scale accessibility for Reviews to new regions with seasonality spikes. What KPIs (time-to-first-action, conversion rate) and review cadence would you set?",Airbnb,Leadership Communication,Medium,APM,0-2
How would you set up a measurement framework for Host tools at Airbnb to track churn? Include event taxonomy and A/B testing plan for SEO.,Airbnb,Strategic Data-driven,Medium,APM,0-2
Define a strategy to handle seasonality for spam prevention in Search at Airbnb. What trade-offs around speed vs quality would you make and why?,Airbnb,Strategic Prioritization,Medium,APM,0-2
Propose a deprecation plan for a legacy fraud detection feature in Trust at Airbnb. How do you mitigate risk to CAC and inform engineering?,Airbnb,Strategic (Design),Medium,APM,0-2
"As a APM at Airbnb, how would you improve pricing & packaging for Listings under strict privacy rules? Which metrics (click-through rate, activation rate) prove success?",Airbnb,Strategic Market,Hard,APM,0-2
"Design an MVP to boost error rate for Reviews at Airbnb focusing on subscriptions. Outline milestones, critical risks, and guardrails for legacy dependencies.",Airbnb,Strategic Design,Hard,APM,0-2
Prioritize a roadmap for self-serve at Airbnb's Host tools. How do you balance speed vs quality? upsell rate.,Airbnb,Strategic Customer focus,Hard,APM,0-2
"For Airbnb Trust, craft a go-to-market to lift retention D30. Detail segmentation, channels, and how you'd partner with ops given global rollout risk.",Airbnb,Estimation Product sense,Hard,APM,0-2
You're the APM at Airbnb. Redesign analytics in Listings to reduce retention D30.,Airbnb,Leadership Behavioral,Hard,APM,0-2
"At Airbnb, scale insights for Reviews to new regions with strict privacy rules. What KPIs (LTV, ARPU) and review cadence would you set?",Airbnb,Strategic Collaboration,Hard,APM,0-2
How would you set up a measurement framework for Host tools at Airbnb to track query success rate? Include event taxonomy and A/B testing plan for ML ranking.,Airbnb,Behavioral Data-driven,Hard,APM,0-2
Define a strategy to handle seasonality for content moderation in Search at Airbnb. What trade-offs around speed vs quality would you make and why?,Airbnb,Behavioral Collaboration,Hard,APM,0-2
Propose a deprecation plan for a legacy knowledge base feature in Trust at Airbnb. How do you mitigate risk to refund rate and inform marketing?,Airbnb,Leadership Execution,Hard,APM,0-2
"As a APM at Airbnb, how would you improve customer support for Listings under global rollout risk? Which metrics (DAU/MAU, CSAT) prove success?",Airbnb,Remote,Hard,APM,0-2
"Design an MVP to boost conversion rate for Reviews at Airbnb focusing on SLA. Outline milestones, critical risks, and guardrails for cost ceilings.",Airbnb,Product sense Strategic,Hard,APM,0-2
Prioritize a roadmap for onboarding at Airbnb's Host tools. How do you balance speed vs quality? NPS.,Airbnb,Data Analytical Problem-solving,Hard,APM,0-2
"For Airbnb Trust, craft a go-to-market to lift session length. Detail segmentation, channels, and how you'd partner with security given seasonality spikes.",Airbnb,General Product sense,Hard,APM,0-2
You're the APM at Airbnb. Redesign recommendations in Listings to reduce LTV.,Airbnb,Behavioral Prioritization,Hard,APM,0-2
"At Airbnb, scale payments for Reviews to new regions with global rollout risk. What KPIs (successful payments, fill rate) and review cadence would you set?",Airbnb,Product design Product sense,Hard,APM,0-2
How would you set up a measurement framework for Host tools at Airbnb to track support ticket volume? Include event taxonomy and A/B testing plan for trust & safety.,Airbnb,General Communication,Hard,APM,0-2
Define a strategy to handle seasonality for ads quality in Search at Airbnb. What trade-offs around speed vs quality would you make and why?,Airbnb,Analytical Problem-solving,Hard,APM,0-2
Propose a deprecation plan for a legacy creator tools feature in Trust at Airbnb. How do you mitigate risk to churn and inform legal?,Airbnb,Crisis Management Strategy,Hard,APM,0-2
"As a APM at Airbnb, how would you improve marketplace for Listings under seasonality spikes? Which metrics (average order value, query success rate) prove success?",Airbnb,Growth Strategy,Hard,APM,0-2
"Design an MVP to boost CAC for Reviews at Airbnb focusing on B2B admin. Outline milestones, critical risks, and guardrails for data quality gaps.",Airbnb,Leadership Team Management,Hard,APM,0-2
Prioritize a roadmap for data privacy at Airbnb's Host tools. How do you balance speed vs quality? click-through rate.,Airbnb,Product sense UX Improvement,Hard,APM,0-2
"For Airbnb Trust, craft a go-to-market to lift upsell rate. Detail segmentation, channels, and how you'd partner with design given strict privacy rules.",Airbnb,AB Testing Metrics Trade-off Analysis,Hard,APM,0-2
You're the APM at Airbnb. Redesign latency in Listings to reduce latency p95.,Airbnb,Product sense Engagement,Hard,APM,0-2
"At Airbnb, scale security for Reviews to new regions with seasonality spikes. What KPIs (retention D30, support ticket volume) and review cadence would you set?",Airbnb,Technical System Design (URL shortening),Hard,APM,0-2
How would you set up a measurement framework for Host tools at Airbnb to track CSAT? Include event taxonomy and A/B testing plan for mobile performance.,Airbnb,Pricing System Design,Hard,APM,0-2
Define a strategy to handle seasonality for growth loops in Search at Airbnb. What trade-offs around speed vs quality would you make and why?,Airbnb,Metrics Analysis Problem-solving,Hard,APM,0-2
Propose a deprecation plan for a legacy conversion funnels feature in Trust at Airbnb. How do you mitigate risk to query success rate and inform finance?,Airbnb,Product sense Strategy,Hard,APM,0-2
"As a APM at Airbnb, how would you improve retention for Listings under strict privacy rules? Which metrics (latency p95, refund rate) prove success?",Airbnb,Product sense Prioritization,Hard,APM,0-2
"Design an MVP to boost refund rate for Reviews at Airbnb focusing on churn prevention. Outline milestones, critical risks, and guardrails for legacy dependencies.",Airbnb,Metrics Success Criteria,Hard,APM,0-2
Prioritize a roadmap for A/B testing at Airbnb's Host tools. How do you balance speed vs quality? DAU/MAU.,Airbnb,Metrics Product health,Hard,APM,0-2
"For Airbnb Trust, craft a go-to-market to lift NPS. Detail segmentation, channels, and how you'd partner with support given global rollout risk.",Airbnb,AB Testing Growth,Hard,APM,0-2
You're the APM at Airbnb. Redesign spam prevention in Listings to reduce DAU/MAU.,Airbnb,Strategy Product vision,Hard,APM,0-2
"At Airbnb, scale fraud detection for Reviews to new regions with strict privacy rules. What KPIs (session length, churn) and review cadence would you set?",Airbnb,Problem-solving Engagement,Hard,APM,0-2
How would you set up a measurement framework for Host tools at Airbnb to track fill rate? Include event taxonomy and A/B testing plan for pricing & packaging.,Airbnb,System Design,Hard,APM,0-2
Define a strategy to handle seasonality for subscriptions in Search at Airbnb. What trade-offs around speed vs quality would you make and why?,Airbnb,Product Sense,Hard,APM,0-2
Propose a deprecation plan for a legacy self-serve feature in Trust at Airbnb. How do you mitigate risk to support ticket volume and inform sales?,Airbnb,Launch,Hard,APM,0-2
"As a APM at Airbnb, how would you improve enterprise controls for Listings under global rollout risk? Which metrics (time-to-first-action, conversion rate) prove success?",Airbnb,Pricing,Hard,APM,0-2
"Design an MVP to boost churn for Reviews at Airbnb focusing on workflow automation. Outline milestones, critical risks, and guardrails for cost ceilings.",Airbnb,Success Criteria,Hard,APM,0-2
Prioritize a roadmap for analytics at Airbnb's Host tools. How do you balance speed vs quality? average order value.,Airbnb,Launch,Easy,APM,0-2
"For Airbnb Trust, craft a go-to-market to lift click-through rate. Detail segmentation, channels, and how you'd partner with compliance given seasonality spikes.",Airbnb,Success Criteria,Easy,APM,0-2
You're the APM at Airbnb. Redesign content moderation in Listings to reduce NPS.,Airbnb,Prioritization,Easy,APM,0-2
"At Airbnb, scale knowledge base for Reviews to new regions with global rollout risk. What KPIs (upsell rate, CAC) and review cadence would you set?",Airbnb,Product Health,Easy,APM,0-2
How would you set up a measurement framework for Host tools at Airbnb to track activation rate? Include event taxonomy and A/B testing plan for customer support.,Airbnb,AB Testing,Easy,APM,0-2
Define a strategy to handle seasonality for SLA in Search at Airbnb. What trade-offs around speed vs quality would you make and why?,Airbnb,Strategic,Easy,APM,0-2
Propose a deprecation plan for a legacy onboarding feature in Trust at Airbnb. How do you mitigate risk to CSAT and inform data science?,Airbnb,Leadership,Easy,APM,0-2
"As a APM at Airbnb, how would you improve search for Listings under seasonality spikes? Which metrics (LTV, ARPU) prove success?",Airbnb,Metrics,Easy,APM,0-2
"Design an MVP to boost query success rate for Reviews at Airbnb focusing on notifications. Outline milestones, critical risks, and guardrails for data quality gaps.",Airbnb,Growth,Easy,APM,0-2
Prioritize a roadmap for recommendations at Airbnb's Host tools. How do you balance speed vs quality? latency p95.,Airbnb,Customer Obsession,Easy,APM,0-2
"For Airbnb Trust, craft a go-to-market to lift DAU/MAU. Detail segmentation, channels, and how you'd partner with engineering given strict privacy rules.",Airbnb,Behavioral,Easy,APM,0-2
