Question,Company,Category,Complexity,Experience Level,Years of Experience
Describe how you would sunset a product for Airbnb.,Airbnb,Strategic,Complex,PM,0-1 years
Describe how you would improve customer retention for Google.,Google,Leadership,Simple,Director,3-5 years
How would you handle tight deadlines as a PM at Apple?,Apple,Technical,Simple,Senior PM,0-1 years
How would you approach high churn rate at our company?,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Leadership,Complex,Senior PM,5-8 years
Explain your strategy to sunset a product in a simple environment.,"Amazon, Google, Microsoft, Apple, Meta",Foundation,Complex,Group PM,1-2 years
How do you prioritize cross-team dependencies when working at Amazon?,Amazon,Foundation,Complex,Group PM,2-3 years
What would be your plan to grow market share at our company?,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Foundation,Medium,Group PM,5-8 years
How would you approach rapid growth at Netflix?,Netflix,Behavioral,Complex,Principal PM,1-2 years
Describe how you would scale an MVP for our company.,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Strategic,Complex,Principal PM,5-8 years
How would you handle cross-functional alignment as a PM at Netflix?,Netflix,Foundation,Complex,PM,8 years
Design a product to improve NPS for our company.,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Leadership,Complex,Group PM,5-8 years
How would you approach rapid growth at Google?,Google,Customer Obsession,Simple,Principal PM,3-5 years
How would you approach high churn rate at our company?,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Foundation,Medium,PM,8 years
Describe how you would scale an MVP for Uber.,Uber,Technical,Complex,Principal PM,1-2 years
Describe how you would scale an MVP for our company.,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Growth,Complex,Director,8 years
How would you handle tight deadlines as a PM at Meta?,Meta,Foundation,Complex,Senior PM,5-8 years
Describe how you would reduce churn for our company.,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Strategic,Simple,Senior PM,2-3 years
How would you approach a major product launch at Microsoft?,Microsoft,Execution,Medium,Group PM,3-5 years
How would you handle cross-functional alignment as a PM at our company?,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Execution,Medium,Director,1-2 years
How would you approach high churn rate at Salesforce?,Salesforce,Strategic,Complex,Director,1-2 years
Design a product to increase user engagement for our company.,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Technical,Medium,Senior PM,3-5 years
How would you handle customer complaints as a PM at Microsoft?,Microsoft,Technical,Simple,Principal PM,0-1 years
How would you approach a failing product at Microsoft?,Microsoft,Metrics,Simple,Senior PM,0-1 years
What would be your plan to improve NPS at our company?,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Foundation,Complex,PM,2-3 years
How do you prioritize cross-team dependencies when working at Meta?,Meta,Technical,Complex,Director,2-3 years
How would you approach a failing product at Stripe?,Stripe,Metrics,Simple,Principal PM,0-1 years
How would you approach declining engagement at Uber?,Uber,Behavioral,Simple,Principal PM,5-8 years
Describe how you would scale an MVP for our company.,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Strategic,Complex,PM,8 years
Design a product to grow market share for Salesforce.,Salesforce,Growth,Simple,Senior PM,3-5 years
How would you handle cross-functional alignment as a PM at Meta?,Meta,Metrics,Simple,PM,0-1 years
Design a product to increase user engagement for Stripe.,Stripe,Execution,Simple,Group PM,0-1 years
Design a product to enhance customer satisfaction for our company.,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Metrics,Simple,Senior PM,3-5 years
Describe how you would launch a new feature for Stripe.,Stripe,Growth,Simple,PM,0-1 years
How do you prioritize roadmap planning when working at our company?,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Behavioral,Medium,Senior PM,8 years
Design a product to enhance customer satisfaction for our company.,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Technical,Simple,Director,2-3 years
How would you approach a failing product at our company?,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Foundation,Simple,Director,8 years
Design a product to grow market share for our company.,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Customer Obsession,Medium,PM,0-1 years
What would be your plan to enhance customer satisfaction at Apple?,Apple,Execution,Complex,Group PM,1-2 years
Design a product to grow market share for our company.,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Behavioral,Complex,Principal PM,1-2 years
How do you prioritize feature backlog when working at Salesforce?,Salesforce,Foundation,Simple,Principal PM,2-3 years
What would be your plan to reduce churn at Amazon?,Amazon,Growth,Medium,Senior PM,1-2 years
How do you prioritize cross-team dependencies when working at Stripe?,Stripe,Leadership,Complex,Principal PM,3-5 years
Describe how you would launch a new feature for Google.,Google,Leadership,Simple,PM,0-1 years
Explain your strategy to improve customer retention in a simple environment.,"Amazon, Google, Microsoft, Apple, Meta, Netflix, Uber, Airbnb",Leadership,Medium,Group PM,2-3 years
How do you prioritize customer feedback when working at Stripe?,Stripe,Foundation,Simple,Senior PM,0-1 years
How do you prioritize customer feedback when working at Apple?,Apple,Customer Obsession,Complex,PM,5-8 years
What would be your plan to increase user engagement at Microsoft?,Microsoft,Growth,Complex,Senior PM,8 years
How would you handle customer complaints as a PM at Salesforce?,Salesforce,Leadership,Complex,Principal PM,2-3 years
How would you handle customer complaints as a PM at Stripe?,Stripe,Leadership,Medium,PM,5-8 years
How would you handle tight deadlines as a PM at Uber?,Uber,Foundation,Complex,Principal PM,8 years
How would you handle conflicting priorities as a PM at our company?,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Behavioral,Simple,Senior PM,0-1 years
How would you handle cross-functional alignment as a PM at Google?,Google,Growth,Medium,Group PM,2-3 years
How would you handle technical debt as a PM at Salesforce?,Salesforce,Growth,Medium,Principal PM,2-3 years
How would you handle tight deadlines as a PM at Google?,Google,Customer Obsession,Simple,PM,8 years
What would be your plan to increase user engagement at Google?,Google,Technical,Medium,PM,5-8 years
How would you approach declining engagement at Salesforce?,Salesforce,Growth,Simple,Senior PM,2-3 years
What would be your plan to enhance customer satisfaction at Stripe?,Stripe,Strategic,Complex,Group PM,1-2 years
Describe how you would enter a new market for our company.,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Behavioral,Simple,PM,3-5 years
How would you handle technical debt as a PM at Meta?,Meta,Strategic,Medium,Group PM,0-1 years
How do you prioritize feature backlog when working at Microsoft?,Microsoft,Customer Obsession,Simple,Group PM,8 years
Design a product to improve NPS for Microsoft.,Microsoft,Growth,Simple,Group PM,5-8 years
How would you approach a failing product at Google?,Google,Execution,Complex,PM,8 years
How would you approach a failing product at Amazon?,Amazon,Strategic,Simple,Principal PM,8 years
How would you handle customer complaints as a PM at Apple?,Apple,Growth,Complex,Senior PM,8 years
Describe how you would enter a new market for our company.,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Behavioral,Medium,Senior PM,1-2 years
Design a product to reduce churn for Google.,Google,Strategic,Complex,Principal PM,1-2 years
Design a product to increase user engagement for Airbnb.,Airbnb,Technical,Complex,PM,1-2 years
How do you prioritize cross-team dependencies when working at our company?,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Customer Obsession,Medium,PM,3-5 years
How do you prioritize customer feedback when working at Amazon?,Amazon,Growth,Complex,Principal PM,8 years
How would you handle technical debt as a PM at Airbnb?,Airbnb,Foundation,Medium,Group PM,0-1 years
How would you handle tight deadlines as a PM at Netflix?,Netflix,Execution,Simple,Senior PM,1-2 years
Design a product to reduce churn for Meta.,Meta,Foundation,Medium,Principal PM,0-1 years
How would you handle conflicting priorities as a PM at Meta?,Meta,Customer Obsession,Simple,Senior PM,3-5 years
How would you approach high churn rate at Uber?,Uber,Growth,Complex,PM,5-8 years
What would be your plan to grow market share at Amazon?,Amazon,Execution,Medium,Director,2-3 years
What would be your plan to improve NPS at Stripe?,Stripe,Behavioral,Medium,Senior PM,0-1 years
Describe how you would scale an MVP for Google.,Google,Metrics,Medium,Director,8 years
How would you approach high churn rate at Stripe?,Stripe,Metrics,Simple,Principal PM,5-8 years
Describe how you would reduce churn for Microsoft.,Microsoft,Strategic,Complex,Senior PM,5-8 years
Describe how you would reduce churn for Amazon.,Amazon,Behavioral,Medium,Senior PM,8 years
How would you approach rapid growth at Apple?,Apple,Leadership,Complex,Principal PM,8 years
How do you prioritize feature backlog when working at our company?,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Metrics,Complex,Group PM,0-1 years
Describe how you would sunset a product for our company.,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Growth,Simple,Group PM,2-3 years
How do you prioritize roadmap planning when working at Netflix?,Netflix,Metrics,Medium,Senior PM,5-8 years
What would be your plan to increase user engagement at Salesforce?,Salesforce,Behavioral,Simple,PM,8 years
Describe how you would enter a new market for Netflix.,Netflix,Strategic,Medium,PM,5-8 years
Design a product to enhance customer satisfaction for Uber.,Uber,Technical,Medium,Group PM,8 years
How would you approach declining engagement at Netflix?,Netflix,Technical,Simple,PM,5-8 years
How would you approach a failing product at Uber?,Uber,Foundation,Medium,Principal PM,8 years
How do you prioritize roadmap planning when working at our company?,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Execution,Simple,PM,8 years
Design a product to increase user engagement for Netflix.,Netflix,Behavioral,Simple,Director,0-1 years
How would you handle tight deadlines as a PM at Airbnb?,Airbnb,Growth,Complex,Senior PM,1-2 years
How would you approach rapid growth at our company?,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Execution,Complex,Principal PM,1-2 years
Design a product to reduce churn for our company.,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Execution,Medium,Group PM,8 years
What would be your plan to improve NPS at our company?,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Strategic,Complex,Group PM,3-5 years
What would be your plan to improve NPS at Meta?,Meta,Foundation,Complex,Senior PM,5-8 years
Design a product to improve NPS for Apple.,Apple,Growth,Complex,Director,8 years
Describe how you would reduce churn for our company.,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Execution,Medium,PM,8 years
How do you prioritize customer feedback when working at our company?,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Growth,Simple,Senior PM,5-8 years
How would you approach a major product launch at Netflix?,Netflix,Metrics,Medium,PM,8 years
Design a product to increase user engagement for our company.,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Customer Obsession,Complex,Group PM,5-8 years
What would be your plan to increase user engagement at Airbnb?,Airbnb,Foundation,Simple,Principal PM,1-2 years
How would you approach a major product launch at our company?,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Metrics,Medium,Group PM,5-8 years
How would you handle conflicting priorities as a PM at our company?,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Technical,Medium,PM,5-8 years
Design a product to improve NPS for Uber.,Uber,Strategic,Complex,PM,2-3 years
How do you prioritize cross-team dependencies when working at Apple?,Apple,Leadership,Medium,PM,3-5 years
Design a product to enhance customer satisfaction for Stripe.,Stripe,Execution,Medium,Director,5-8 years
Describe how you would scale an MVP for Stripe.,Stripe,Foundation,Complex,Group PM,2-3 years
What would be your plan to grow market share at our company?,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Leadership,Medium,Senior PM,0-1 years
How would you handle customer complaints as a PM at Amazon?,Amazon,Foundation,Medium,Group PM,8 years
Describe how you would scale an MVP for our company.,"Stripe, Amazon, Google, Microsoft, Apple, Salesforce, Freshworks, Zoho",Behavioral,Complex,Group PM,5-8 years
What would be your plan to reduce churn at Netflix?,Netflix,Technical,Simple,PM,1-2 years
Describe how you would enter a new market for Salesforce.,Salesforce,Technical,Medium,Director,2-3 years
