Question,Company,Category,Complexity,Experience Level,Years of Experience
Design a product to increase user engagement for Slack.,Tesla,Metrics,Complex,Senior PM,3-5 years
Design a product to increase user engagement for Spotify.,Atlassian,Metrics,Simple,PM,8+ years
How would you approach a failing product at Atlassian?,Netflix,Foundation,Simple,Director,8+ years
Design a product to grow market share for Twilio.,Microsoft,Customer Obsession,Medium,PM,0-1 years
What would be your plan to enhance customer satisfaction at Apple?,Spotify,Execution,Complex,Group PM,1-2 years
Describe how you would launch a new feature for Adobe.,Amazon,Technical,Simple,PM,2-3 years
Design a product to grow market share for Shopify.,Microsoft,Behavioral,Complex,Principal PM,1-2 years
How do you prioritize feature backlog when working at Salesforce?,Shopify,Foundation,Simple,Principal PM,2-3 years
How would you approach declining engagement at Square?,Apple,Strategic,Complex,Senior PM,3-5 years
How would you approach declining engagement at Twilio?,LinkedIn,Customer Obsession,Simple,PM,8+ years
Design a product to reduce churn for Adobe.,Square,Growth,Simple,Senior PM,8+ years
How do you prioritize customer feedback when working at Adobe?,Airbnb,Behavioral,Simple,Group PM,3-5 years
What would be your plan to reduce churn at Amazon?,Google,Growth,Medium,Senior PM,1-2 years
How do you prioritize cross-team dependencies when working at Stripe?,Meta,Leadership,Complex,Principal PM,3-5 years
Describe how you would launch a new feature for Google.,Spotify,Leadership,Simple,PM,0-1 years
Explain your strategy to improve customer retention in a simple environment.,Google,Leadership,Medium,Group PM,2-3 years
Design a product to enhance customer satisfaction for Atlassian.,Airbnb,Strategic,Simple,Director,8+ years
How do you prioritize customer feedback when working at Stripe?,LinkedIn,Foundation,Simple,Senior PM,0-1 years
How do you prioritize customer feedback when working at Apple?,Slack,Customer Obsession,Complex,PM,5-8 years
What would be your plan to increase user engagement at Microsoft?,Google,Growth,Complex,Senior PM,8+ years
How would you handle customer complaints as a PM at Salesforce?,Twilio,Leadership,Complex,Principal PM,2-3 years
How would you handle customer complaints as a PM at Stripe?,Tesla,Leadership,Medium,PM,5-8 years
How would you handle tight deadlines as a PM at Uber?,Tesla,Foundation,Complex,Principal PM,8+ years
How would you handle conflicting priorities as a PM at Shopify?,Square,Behavioral,Simple,Senior PM,0-1 years
How would you handle customer complaints as a PM at Twilio?,Google,Strategic,Medium,Director,0-1 years
How would you handle cross-functional alignment as a PM at Google?,Apple,Growth,Medium,Group PM,2-3 years
Design a product to enhance customer satisfaction for Spotify.,Uber,Leadership,Complex,Group PM,1-2 years
How would you handle technical debt as a PM at Salesforce?,Amazon,Growth,Medium,Principal PM,2-3 years
How would you handle tight deadlines as a PM at Google?,Microsoft,Customer Obsession,Simple,PM,8+ years
How would you handle cross-functional alignment as a PM at Square?,Salesforce,Leadership,Medium,Principal PM,1-2 years
What would be your plan to increase user engagement at Google?,Amazon,Technical,Medium,PM,5-8 years
How would you approach a failing product at Tesla?,Airbnb,Behavioral,Medium,Director,1-2 years
How would you handle conflicting priorities as a PM at Square?,Apple,Growth,Medium,Group PM,5-8 years
How would you approach declining engagement at Salesforce?,Airbnb,Growth,Simple,Senior PM,2-3 years
What would be your plan to enhance customer satisfaction at Stripe?,Airbnb,Strategic,Complex,Group PM,1-2 years
Describe how you would enter a new market for Tesla.,Meta,Behavioral,Simple,PM,3-5 years
How would you handle technical debt as a PM at Meta?,Adobe,Strategic,Medium,Group PM,0-1 years
How do you prioritize feature backlog when working at Microsoft?,Atlassian,Customer Obsession,Simple,Group PM,8+ years
Design a product to increase user engagement for Tesla.,Atlassian,Strategic,Simple,Senior PM,1-2 years
Design a product to improve NPS for Microsoft.,Spotify,Growth,Simple,Group PM,5-8 years
How would you approach a failing product at Google?,Salesforce,Execution,Complex,PM,8+ years
How would you approach a failing product at Amazon?,Twilio,Strategic,Simple,Principal PM,8+ years
Describe how you would scale an MVP for LinkedIn.,Microsoft,Execution,Medium,Director,2-3 years
How would you handle customer complaints as a PM at Apple?,Amazon,Growth,Complex,Senior PM,8+ years
What would be your plan to enhance customer satisfaction at Adobe?,Netflix,Customer Obsession,Complex,Principal PM,8+ years
How would you handle cross-functional alignment as a PM at Twilio?,Shopify,Growth,Simple,Group PM,8+ years
How would you approach a failing product at LinkedIn?,Shopify,Metrics,Medium,Senior PM,3-5 years
Describe how you would enter a new market for Spotify.,Square,Behavioral,Medium,Senior PM,1-2 years
Design a product to reduce churn for Google.,Square,Strategic,Complex,Principal PM,1-2 years
Design a product to increase user engagement for Airbnb.,Salesforce,Technical,Complex,PM,1-2 years
Describe how you would launch a new feature for Dropbox.,Square,Metrics,Complex,Senior PM,8+ years
How do you prioritize cross-team dependencies when working at Twilio?,Atlassian,Customer Obsession,Medium,PM,3-5 years
How do you prioritize roadmap planning when working at Shopify?,Tesla,Customer Obsession,Simple,Director,1-2 years
How would you handle technical debt as a PM at Tesla?,LinkedIn,Technical,Complex,PM,5-8 years
How do you prioritize customer feedback when working at Amazon?,Uber,Growth,Complex,Principal PM,8+ years
How would you handle technical debt as a PM at Airbnb?,Amazon,Foundation,Medium,Group PM,0-1 years
How would you handle tight deadlines as a PM at Netflix?,Microsoft,Execution,Simple,Senior PM,1-2 years
What would be your plan to improve NPS at Atlassian?,Square,Behavioral,Medium,PM,0-1 years
How would you handle cross-functional alignment as a PM at LinkedIn?,Airbnb,Execution,Simple,Principal PM,5-8 years
Design a product to reduce churn for Meta.,Microsoft,Foundation,Medium,Principal PM,0-1 years
How would you handle conflicting priorities as a PM at Meta?,Microsoft,Customer Obsession,Simple,Senior PM,3-5 years
How would you approach high churn rate at Uber?,Slack,Growth,Complex,PM,5-8 years
What would be your plan to grow market share at Amazon?,Google,Execution,Medium,Director,2-3 years
What would be your plan to improve NPS at Stripe?,Dropbox,Behavioral,Medium,Senior PM,0-1 years
Describe how you would scale an MVP for Google.,Google,Metrics,Medium,Director,8+ years
What would be your plan to increase user engagement at Slack?,Apple,Metrics,Simple,Group PM,3-5 years
How would you approach high churn rate at Stripe?,Netflix,Metrics,Simple,Principal PM,5-8 years
Describe how you would reduce churn for Microsoft.,Dropbox,Strategic,Complex,Senior PM,5-8 years
Describe how you would reduce churn for Amazon.,Amazon,Behavioral,Medium,Senior PM,8+ years
How would you approach rapid growth at Apple?,Stripe,Leadership,Complex,Principal PM,8+ years
How do you prioritize feature backlog when working at Twilio?,Airbnb,Metrics,Complex,Group PM,0-1 years
How would you approach declining engagement at Shopify?,Netflix,Execution,Medium,Senior PM,0-1 years
How would you handle customer complaints as a PM at Adobe?,Shopify,Strategic,Simple,Senior PM,8+ years
Describe how you would sunset a product for Atlassian.,Microsoft,Growth,Simple,Group PM,2-3 years
How do you prioritize roadmap planning when working at Netflix?,Salesforce,Metrics,Medium,Senior PM,5-8 years
What would be your plan to enhance customer satisfaction at Atlassian?,Atlassian,Metrics,Simple,Senior PM,2-3 years
What would be your plan to increase user engagement at Salesforce?,Stripe,Behavioral,Simple,PM,8+ years
Describe how you would enter a new market for Netflix.,Airbnb,Strategic,Medium,PM,5-8 years
How do you prioritize feature backlog when working at Square?,Uber,Behavioral,Simple,PM,3-5 years
Design a product to grow market share for Square.,LinkedIn,Metrics,Simple,Principal PM,8+ years
Design a product to enhance customer satisfaction for Uber.,Uber,Technical,Medium,Group PM,8+ years
How would you approach declining engagement at Netflix?,Airbnb,Technical,Simple,PM,5-8 years
How would you approach high churn rate at Tesla?,Netflix,Growth,Complex,Director,2-3 years
How would you approach a failing product at Uber?,Adobe,Foundation,Medium,Principal PM,8+ years
How do you prioritize roadmap planning when working at LinkedIn?,Adobe,Execution,Simple,PM,8+ years
What would be your plan to enhance customer satisfaction at Tesla?,Salesforce,Customer Obsession,Medium,Director,3-5 years
Design a product to increase user engagement for Netflix.,Atlassian,Behavioral,Simple,Director,0-1 years
Describe how you would sunset a product for LinkedIn.,Twilio,Behavioral,Simple,Senior PM,0-1 years
How do you prioritize customer feedback when working at Atlassian?,Shopify,Execution,Complex,PM,1-2 years
How would you handle tight deadlines as a PM at Airbnb?,Meta,Growth,Complex,Senior PM,1-2 years
Design a product to improve NPS for Twilio.,Netflix,Foundation,Simple,PM,8+ years
What would be your plan to increase user engagement at Tesla?,Square,Metrics,Simple,Principal PM,1-2 years
Describe how you would sunset a product for Spotify.,Twilio,Behavioral,Complex,Group PM,5-8 years
How would you approach rapid growth at Spotify?,Square,Execution,Complex,Principal PM,1-2 years
How do you prioritize roadmap planning when working at Slack?,Twilio,Metrics,Complex,Principal PM,8+ years
Design a product to reduce churn for Spotify.,Stripe,Execution,Medium,Group PM,8+ years
What would be your plan to improve NPS at Twilio?,Dropbox,Strategic,Complex,Group PM,3-5 years
What would be your plan to improve NPS at Meta?,LinkedIn,Foundation,Complex,Senior PM,5-8 years
Design a product to improve NPS for Apple.,Stripe,Growth,Complex,Director,8+ years
Describe how you would reduce churn for Shopify.,Adobe,Execution,Medium,PM,8+ years
How would you handle tight deadlines as a PM at Tesla?,Salesforce,Growth,Medium,Senior PM,1-2 years
How do you prioritize customer feedback when working at Dropbox?,Shopify,Growth,Simple,Senior PM,5-8 years
How would you approach a major product launch at Netflix?,Netflix,Metrics,Medium,PM,8+ years
Design a product to increase user engagement for Dropbox.,Stripe,Customer Obsession,Complex,Group PM,5-8 years
What would be your plan to increase user engagement at Airbnb?,Adobe,Foundation,Simple,Principal PM,1-2 years
How would you approach declining engagement at Spotify?,LinkedIn,Strategic,Simple,PM,5-8 years
How would you approach a major product launch at Tesla?,Square,Metrics,Medium,Group PM,5-8 years
How would you handle conflicting priorities as a PM at Slack?,Dropbox,Technical,Medium,PM,5-8 years
Design a product to improve NPS for Uber.,Square,Strategic,Complex,PM,2-3 years
What would be your plan to improve NPS at Spotify?,Amazon,Behavioral,Complex,Group PM,2-3 years
How do you prioritize cross-team dependencies when working at Apple?,Square,Leadership,Medium,PM,3-5 years
Design a product to reduce churn for Tesla.,Meta,Customer Obsession,Medium,Senior PM,5-8 years
Design a product to enhance customer satisfaction for Stripe.,Adobe,Execution,Medium,Director,5-8 years
Describe how you would reduce churn for Square.,Square,Strategic,Complex,Senior PM,3-5 years
Design a product to reduce churn for Dropbox.,Spotify,Behavioral,Simple,Director,3-5 years
Design a product to reduce churn for Slack.,Adobe,Technical,Simple,Principal PM,0-1 years
Describe how you would scale an MVP for Stripe.,Shopify,Foundation,Complex,Group PM,2-3 years
What would be your plan to grow market share at Slack?,Spotify,Leadership,Medium,Senior PM,0-1 years
How would you handle customer complaints as a PM at Amazon?,Apple,Foundation,Medium,Group PM,8+ years
Describe how you would scale an MVP for Tesla.,Meta,Behavioral,Complex,Group PM,5-8 years
What would be your plan to reduce churn at Netflix?,LinkedIn,Technical,Simple,PM,1-2 years
Describe how you would enter a new market for Salesforce.,Netflix,Technical,Medium,Director,2-3 years
What would be your plan to grow market share at Netflix?,Uber,Strategic,Medium,Group PM,3-5 years
What would be your plan to reduce churn at Tesla?,Adobe,Metrics,Simple,Senior PM,0-1 years
Describe how you would reduce churn for Stripe.,Twilio,Technical,Medium,Group PM,5-8 years
How would you approach declining engagement at Adobe?,Apple,Growth,Complex,Senior PM,2-3 years
How would you approach high churn rate at Adobe?,Shopify,Metrics,Medium,Senior PM,1-2 years
How do you prioritize roadmap planning when working at Dropbox?,Spotify,Customer Obsession,Complex,Director,1-2 years
